   GoodVibes v3.2 2023/08/03 10:05:40
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for SVWN/def2SVP level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure                                           E        ZPE             H        T.S     T.qh-S          G(T)       qh-G(T)
   ********************************************************************************************************************************
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_bromide_1_smi1_1_s_1_min  -7492.504368   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_chloride_1_smi1_1_s_1_min  -5380.385295   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1_min  -4997.645689   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1_min  -5013.672275   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1_min  -5088.524033   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1_min  -5410.748298   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1_min  -5125.395847   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1_min  -4996.820509   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1_min  -5319.079841   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1_min  -5020.749393   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1_min  -7472.686104   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1_min  -5360.566661   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1_min  -4977.825657   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1_min  -4993.853070   Warning! Couldn't find frequency information ...
x  ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1_min  -5068.705531   Warning! Couldn't find frequency information ...
